dataset,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,Kurtosisses,Skewnesses,ClassEntropy,LandmarkLDA,LandmarkNaiveBayes,LandmarkDecisionTree,LandmarkDecisionNodeLearner,LandmarkRandomNodeLearner,Landmark1NN
10,714.0,6.570882962339582,6.0,0.008403361344537815,0.3949579831932773,0.16666666666666666,0.15957784306094222,0.012049761401375036,0.0361899688666721,1.3049998402915568,0.4420414080186412,0.4561712393839484,0.3021340031389855,0.4534231354544936,0.4534231354544936,0.30076414012528685
11,406.0,6.0063531596017325,7.0,0.0024630541871921183,0.625615763546798,0.14285714285714285,0.20630927676228492,-0.8154391499232958,0.691563008961482,1.1430345110414035,0.6264753264753264,0.6133672183672184,0.5581782181782182,0.6264753264753264,0.6264753264753264,0.4734172584172584
12,3466.0,8.150756470275551,7.0,0.0005770340450086555,0.3753606462781304,0.14285714285714288,0.1430489584078646,0.06742941087071985,-0.08589166419686069,1.387511683810136,0.4301301891631131,0.4373283666683929,0.30900026994562474,0.4306983817814717,0.4306983817814717,0.30932017816564217
13,651.0,6.478509642208568,9.0,0.004608294930875576,0.4393241167434716,0.1111111111111111,0.1319833371513763,1.1783144015257525,0.13531468839711322,1.5827968963083885,0.4563471795239447,0.4519567276910376,0.43291502888753797,0.4400414405843163,0.4400414405843163,0.3194771370000017
14,803.0,6.688354713946763,9.0,0.0024906600249066,0.3175591531755915,0.11111111111111112,0.08985147428366072,4.0060310038359495,1.0404908808988202,1.8514472665367123,0.3537321456015874,0.3361885540814157,0.2104474929594793,0.3775630638275634,0.3775630638275634,0.2090112478565972
15,1484.0,7.3024964237273275,19.0,0.0006738544474393531,0.14824797843665768,0.052631578947368425,0.04882778915509221,0.08775910255524755,-0.0894694813307467,2.468182998445276,0.2066713326506948,0.2103239987666856,0.14342892622151998,0.16588547764172895,0.16588547764172895,0.14199540115630013
16,2009.0,7.605392364814935,11.0,0.0009955201592832257,0.2468889995022399,0.0909090909090909,0.0849924485236672,2.0471109319317637,1.5553281138724138,1.916109397058172,0.24445301647568085,0.2395218294821268,0.17350556544335727,0.2449604114069517,0.2449604114069517,0.17450135294140126
17,1925.0,7.562681246721884,2.0,0.028051948051948054,0.971948051948052,0.5,0.47194805194805195,2.9147224461971737,1.9492167053922669,0.12790392881368076,0.9719557916243792,0.9714376569093532,0.9719557916243792,0.9719557916243792,0.9719557916243792,0.9407057916243792
18,994.0,6.901737206656574,2.0,0.3158953722334004,0.6841046277665996,0.5,0.1841046277665996,9.485992662973553,2.5783633935206467,0.6237367033055727,0.7735858585858585,0.7725757575757575,0.7254040404040405,0.8037979797979797,0.8037979797979797,0.7233636363636363
19,642.0,6.464588303689961,7.0,0.00778816199376947,0.3302180685358255,0.14285714285714285,0.1231239599736415,4.642157579691234,1.6197583653598362,1.5453958428399568,0.6025140847757603,0.7190946172167586,0.576080717682788,0.538980149504644,0.538980149504644,0.5744678144569815
20,461.0,6.133398042996649,2.0,0.4642082429501085,0.5357917570498916,0.5,0.035791757049891536,0.3844532002303982,-0.5820152111530948,0.6905828881988467,0.5160931236509405,0.5075824853530682,0.5074920341247815,0.5225706650220989,0.5225706650220989,0.5031884057971014
21,1229.0,7.113956109566034,5.0,0.010577705451586657,0.7697314890154597,0.2,0.2889053917767577,0.343212621742949,0.1621539282530113,0.7688732039685569,0.7698143486407091,0.7698143486407091,0.6094157968768416,0.7698143486407091,0.7698143486407091,0.6085494661639477
22,3089.0,8.035602692918582,13.0,0.01974749109744254,0.20071220459695693,0.07692307692307693,0.05619902976041159,-0.05522605763881083,-0.13330244098871888,2.3408673486479743,0.3078499289765925,0.3094838855658833,0.1974506857898045,0.24762523560710106,0.24762523560710106,0.20001953620751872
23,2139.0,7.668093709082407,2.0,0.4361851332398317,0.5638148667601683,0.5,0.0638148667601683,3.1257411332359584,1.1602095326712991,0.6849802488678889,0.5764235984624693,0.5778320491666947,0.5647455799055725,0.5638154902026811,0.5638154902026811,0.5231038976013582
24,7165.0,8.876963340262273,3.0,0.07899511514305653,0.5704117236566644,0.33333333333333337,0.2009908737965509,0.035746705449390966,0.10619879179671324,0.8882129145970268,0.58536341866526,0.58536341866526,0.6106243051803251,0.6106243051803251,0.6106243051803251,0.4620790399029448
25,964.0,6.871091294610546,2.0,0.4128630705394191,0.5871369294605809,0.5,0.08713692946058091,-0.751242587142094,0.16369624297746688,0.6778836738987121,0.752159070356303,0.7490555480195333,0.6639137954422138,0.7614694112859468,0.7614694112859468,0.6639137954422138
26,406.0,6.0063531596017325,2.0,0.4901477832512315,0.5098522167487685,0.5,0.009852216748768471,-1.2003284621290848,0.02084620343751326,0.692953035645808,0.6103033145716072,0.6203095684803002,0.5858552220137586,0.6378158223889931,0.6378158223889931,0.53640712945591
27,1783.0,7.48605261786314,2.0,0.4969153112731352,0.5030846887268648,0.5,0.003084688726864835,64.26921888787665,5.89780074712449,0.6931281498301389,0.5031326656942527,0.49414985954612894,0.5009989584319666,0.4929822536241213,0.4929822536241213,0.4745812006367857
28,835.0,6.727431724850855,2.0,0.4622754491017964,0.5377245508982036,0.5,0.03772455089820359,-0.3584914354943769,0.1516718851587009,0.6902981904679849,0.5377377104235757,0.5305231378475573,0.5090655304143403,0.523466689055875,0.523466689055875,0.5102703496914488
29,7978.0,8.984443032465352,2.0,0.4677864126347456,0.5322135873652545,0.5,0.03221358736525445,1.6007486157336317,-1.1952314386836624,0.6910703119450119,0.5322135526488075,0.5322135526488075,0.4996163617240929,0.5322135526488075,0.5322135526488075,0.5006138444620825
30,6193.0,8.731174900938061,2.0,0.11351525916357175,0.8864847408364283,0.5,0.3864847408364282,-0.05525601934438384,0.0006570013951855463,0.3538023029455643,0.8861623846995675,0.8798647662723434,0.8312606180624316,0.8892295064880923,0.8892295064880923,0.8343290426807025
31,1000.0,6.907755278982138,2.0,0.486,0.514,0.5,0.014,3.679065468080663,1.3848893067916177,0.6927551293225422,0.557054305430543,0.5551339133913391,0.5528938893889389,0.5730456045604561,0.5730456045604561,0.5518837883788379
32,2866.0,7.960672608388117,22.0,0.00034891835310537326,0.12072575017445918,0.045454545454545456,0.040599599298338215,0.23293061020238515,0.16755010057159733,2.6601398303589834,0.13419705776287588,0.13199464402914898,0.09944060952004737,0.1277213706058668,0.1277213706058668,0.10048069580307263
33,520.0,6.253828811575472,9.0,0.0019230769230769234,0.7442307692307693,0.11111111111111112,0.224911001789562,-0.1749165582794645,-0.3585210542996641,1.0251191609731447,0.7519372360142877,0.7499372360142879,0.5610515226013878,0.7398508937850885,0.7398508937850885,0.5588974987276873
34,946.0,6.852242569051879,7.0,0.0031712473572938693,0.8097251585623678,0.14285714285714285,0.2740349134179615,1.9967229118935,-1.2773289968234325,0.7360053857577842,0.8605688699848365,0.8710770206843105,0.8194460927488715,0.8141429555941601,0.8141429555941601,0.820477020583923
35,984.0,6.891625897052253,2.0,0.02642276422764228,0.9735772357723578,0.5,0.4735772357723577,-0.018302268364256857,0.27546529146384463,0.1220784567223317,0.9736128378249144,0.9736128378249144,0.9461217476681394,0.9736128378249144,0.9736128378249144,0.9461217476681394
36,1290.0,7.162397497355718,7.0,0.0007751937984496124,0.2426356589147287,0.14285714285714285,0.07769715416904119,2.9196802121093297,1.4476674263689708,1.7374184869208702,0.24103159144507064,0.2348162548216097,0.17503963186701102,0.23560620884538425,0.23560620884538425,0.1734831880685614
37,1915.0,7.557472901614746,27.0,0.001566579634464752,0.1342036553524804,0.037037037037037035,0.03357771858385108,0.02640010446480989,-0.11375979743851652,2.936797770602708,0.13330253562628394,0.1296167398552496,0.07339525099568077,0.1349393899616399,0.1349393899616399,0.07350472724402736
38,721.0,6.5806391372849475,2.0,0.2260748959778086,0.7739251040221914,0.5,0.2739251040221914,2.3283402349336533,-1.6694446810941261,0.534489922665984,0.8142554719488928,0.8128475571848137,0.7336554333612023,0.7823485433146827,0.7823485433146827,0.7308390678928978
39,2057.0,7.629003889652957,6.0,0.012639766650461836,0.5085075352455032,0.16666666666666666,0.17937305625140776,0.0749198291658959,-1.2722763335282476,1.2609634941732155,0.648079489208133,0.6238340375881515,0.7055900604328565,0.6530100098928198,0.6530100098928198,0.4948550301171576
40,741.0,6.608000625296088,10.0,0.0013495276653171392,0.7071524966261808,0.1,0.206257501206194,-0.8058411271951815,-0.2226221348605272,1.0362273295804671,0.7081423279819905,0.7081423279819905,0.6307762868353586,0.7230089139772684,0.7230089139772684,0.6320421096201687
41,5938.0,8.689127655323706,2.0,0.4422364432468845,0.5577635567531155,0.5,0.05776355675311552,0.5049852902357421,-0.7451510011927929,0.6864589996445847,0.6800179336217427,0.6781660779528054,0.6293333903987609,0.6968603527397298,0.6968603527397298,0.627475016579272
42,5238.0,8.563695025067657,12.0,0.006491027109583811,0.319778541428026,0.08333333333333333,0.09692410667255567,272.9970452539057,-12.830467995130775,1.906508341423658,0.31921886432583235,0.3138423852409024,0.1938174215537076,0.31979288901536124,0.31979288901536124,0.19281612513382632
43,700.0,6.551080335043403,6.0,0.002857142857142857,0.45,0.16666666666666669,0.16630164108530138,-0.19652661494110826,-0.14526100761672558,1.2678371723209694,0.4501289250521988,0.4501289250521988,0.4199866636823159,0.4609197752739952,0.4609197752739952,0.424253399362095
44,2286.0,7.734558844354756,12.0,0.0004374453193350831,0.31408573928258965,0.08333333333333333,0.09595777963981927,4.7560298685659745,1.8228614164023265,1.8672478409344881,0.3171710591254885,0.3132462997535965,0.21432096825645253,0.3141253408067641,0.3141253408067641,0.21695359314851564
45,830.0,6.721425700790642,2.0,0.4710843373493976,0.5289156626506024,0.5,0.028915662650602414,-0.10366336286290734,0.6257590835400946,0.6914740160987422,0.5831937506122049,0.5903789373521963,0.4939461679470496,0.6011785819235127,0.6011785819235127,0.4987801379734968
46,2684.0,7.895063498091573,4.0,0.0786140089418778,0.6236959761549925,0.25,0.221619704119596,0.5311407021171184,-1.1942935722971415,1.037342073948428,0.6237005790238234,0.6237005790238234,0.513388843292989,0.6237005790238234,0.6237005790238234,0.47435113164115295
47,6823.0,8.828054536815424,2.0,0.4758903708046314,0.5241096291953686,0.5,0.02410962919536861,2.265317600262253,1.4064726884251464,0.6919841811942663,0.5239632261873932,0.5232311617657242,0.5016863309697609,0.5223526844597213,0.5223526844597213,0.5005130926078061
48,3492.0,8.158229916959494,2.0,0.2353951890034364,0.7646048109965635,0.5,0.2646048109965636,-0.1840913214075246,0.9338869108703199,0.5457136738441011,0.9493033155955792,0.9490159639787146,0.9624813753581662,0.9693557101923864,0.9693557101923864,0.9624813753581662
49,873.0,6.771935555839603,9.0,0.021764032073310426,0.5234822451317297,0.1111111111111111,0.15111594578731255,7.3393763347683025,-2.69145837183133,1.5761319398573566,0.6202487421744398,0.6246624678978988,0.4246321217238588,0.5764849140092062,0.5764849140092062,0.4226498805326204
50,834.0,6.726233402358747,17.0,0.007194244604316547,0.1223021582733813,0.05882352941176471,0.03551092762010606,0.8300820967200253,0.5087663021774494,2.634707623560332,0.22027524403364332,0.2179274302786638,0.15785036663471558,0.18275370245970665,0.18275370245970665,0.15772396214033352
51,4443.0,8.399085102935906,15.0,0.003601170380373621,0.28606797209092955,0.06666666666666668,0.09312696115537372,1.011012039333174,1.058522876692159,1.9397675139701689,0.3243871809141986,0.3202748544057045,0.2334239340546276,0.3565126971285911,0.3565126971285911,0.23098503485366145
52,6737.0,8.81537000096066,2.0,0.3350155855722132,0.6649844144277869,0.5,0.16498441442778686,63.252676340963475,-5.405355100841868,0.6376738545884413,0.6649847222895844,0.6580070193694032,0.5447489208601374,0.6643912504794953,0.6643912504794953,0.5460855551783281
53,3297.0,8.10076824307173,5.0,0.032150439793751893,0.4291780406430088,0.2,0.1435024933575492,-0.012396495668825391,0.3916408509162728,1.3284810521325583,0.6193512964849017,0.6178462270005222,0.7337331667324121,0.596615171556104,0.596615171556104,0.7282683159665899
54,2937.0,7.985143931198619,23.0,0.00034048348655090226,0.5188968335035751,0.043478260869565216,0.1058394168539965,2.8679343234821584,1.617310925633242,1.8164452257078725,0.5190975227067993,0.518764189373466,0.3134120115779036,0.5190975227067993,0.5190975227067993,0.3073166549108325
55,585.0,6.371611847231858,2.0,0.19658119658119652,0.8034188034188035,0.5,0.3034188034188034,154.245122357294,11.815766332597144,0.4956262724067235,0.8034774985388659,0.7448568088836937,0.7436002337814143,0.8034774985388659,0.8034774985388659,0.7060783167738165
56,5600.0,8.630521876723241,15.0,0.004464285714285714,0.18517857142857144,0.06666666666666668,0.06648479656735948,-1.1898791978471983,0.5321094739249204,2.2132263713193074,0.3203492774451426,0.33301732508781545,0.23374051089556425,0.2732184028698307,0.2732184028698307,0.2359041763581629
57,3385.0,8.127109185346374,2.0,0.3988183161004431,0.6011816838995568,0.5,0.10118168389955688,95.28558330844723,6.181979106455191,0.6725296253425596,0.7432781763278701,0.7506606622331605,0.7539054999912727,0.8150625752736032,0.8150625752736032,0.7137220505838615
58,1208.0,7.0967213784947605,2.0,0.4950331125827814,0.5049668874172185,0.5,0.004966887417218543,0.6003495750511205,-0.8386837603880068,0.6930978398072061,0.5513842975206612,0.5960468319559229,0.6200413223140495,0.6324449035812673,0.6324449035812673,0.5454889807162535
59,3268.0,8.091933455979891,2.0,0.4923500611995104,0.5076499388004896,0.5,0.007649938800489595,0.2287877143184489,0.19802522401099645,0.6930301328658506,0.5810952717007764,0.5810952717007764,0.5804836509056693,0.5758964949423666,0.5758964949423666,0.5345932721712539
60,1079.0,6.983789965258135,19.0,0.0009267840593141797,0.16774791473586653,0.052631578947368425,0.05677964578457219,6.1089797794078615,-2.013625692400812,2.345104526732104,0.21232424464222088,0.21132121758670205,0.1732647719976758,0.1986760292376084,0.1986760292376084,0.16954114545851529
61,1591.0,7.372118028337788,3.0,0.018856065367693273,0.9534883720930232,0.33333333333333337,0.4385305476717235,18.972273657023152,1.847251844257993,0.21951490827870976,0.9535013135896824,0.9535013135896824,0.91078815380941,0.9535013135896824,0.9535013135896824,0.91078815380941
62,168.0,5.123963979403259,2.0,0.5,0.5,0.5,0.0,0.4124299325054768,0.09276303791495484,0.6931471805599453,0.8097222222222221,0.8222222222222222,0.7583333333333333,0.8055555555555556,0.8055555555555556,0.7048611111111109
63,2059.0,7.629975707027789,2.0,0.39193783389995146,0.6080621661000486,0.5,0.10806216610004857,-0.8415163061041464,0.15854818973335605,0.6696070159290892,0.6071025017130711,0.6071213540755077,0.579891736190473,0.6037161918685457,0.6037161918685457,0.538641028368916
64,4305.0,8.367532416861831,12.0,0.00023228803716608595,0.7997677119628339,0.08333333333333333,0.21947005814503304,-0.24106377321269656,1.0513263741601593,0.7059991355197894,0.799814560841613,0.7991311895432075,0.6838050699052183,0.799814560841613,0.799814560841613,0.6568996184777804
65,894.0,6.795705775173514,10.0,0.003355704697986577,0.2203579418344519,0.1,0.07572830852303339,6.674596313099379,-1.3307891759978647,1.9825510742726475,0.21781269716564144,0.20871787368465605,0.1334549664955504,0.2314669618271629,0.2314669618271629,0.13240233491660305
66,1891.0,7.544861068658457,2.0,0.10682178741406664,0.8931782125859333,0.5,0.3931782125859334,35.79251951724406,4.028697446858239,0.3398184867634719,0.8963708621435386,0.8963708621435386,0.8995371999739301,0.8931823648956907,0.8931823648956907,0.8656939926648773
67,4865.0,8.489821994620105,16.0,0.00020554984583761565,0.23967112024665985,0.0625,0.07752974894743668,70.34561884666171,8.136543533017177,2.0433660603302743,0.2433470919890695,0.20952373333879654,0.2290410803955539,0.2431446628392719,0.2431446628392719,0.1918318268059916
68,2272.0,7.7284157798410416,2.0,0.167693661971831,0.8323063380281691,0.5,0.332306338028169,0.3442621495000364,0.5164201567352542,0.4522103032757179,0.8393417078660331,0.8323086393628687,0.7596945155146875,0.8323086393628687,0.8323086393628687,0.7570551911201739
69,461.0,6.133398042996649,2.0,0.4642082429501085,0.5357917570498916,0.5,0.035791757049891536,0.3844532002303995,-0.5820152111530951,0.6905828881988467,0.6504080583821565,0.6460602322951999,0.5640826395312981,0.6548041936478571,0.6548041936478571,0.5640826395312981
70,1656.0,7.412160334945207,16.0,0.0006038647342995169,0.38466183574879226,0.0625,0.10846917663442376,0.06945817852930025,0.2070971137420929,1.6525773727287352,0.3850033240254965,0.3850033240254965,0.2402401917843232,0.3850033240254965,0.3850033240254965,0.2402540630412856
71,2959.0,7.99260665240021,14.0,0.0016897600540723215,0.19094288611017235,0.07142857142857142,0.06554260490045795,216.66043056500664,-13.309730311663834,2.1828266827754366,0.18996264385178613,0.18180198210974047,0.18993066066313732,0.188583429823174,0.188583429823174,0.13712718177879832
72,87.0,4.465908118654584,2.0,0.08045977011494253,0.9195402298850576,0.5,0.4195402298850575,4.072136677404872,1.3088451958415557,0.2798908563867938,0.9222222222222224,0.8986111111111109,0.8875,0.9222222222222224,0.9222222222222224,0.8875
73,536.0,6.284134161070802,16.0,0.001865671641791045,0.17537313432835822,0.0625,0.05214710768423017,0.1803026625693112,-0.819047139250935,2.4029644697187003,0.2047007476515066,0.19765971275865332,0.09560034629494037,0.21431440329146886,0.21431440329146886,0.09007719020574652
74,2432.0,7.796469243086058,2.0,0.24300986842105265,0.7569901315789473,0.5,0.2569901315789473,0.4706012692954729,-0.3321052357774008,0.5545245786382368,0.7569916855631142,0.7569916855631142,0.6357000083984211,0.7569916855631142,0.7569916855631142,0.6319996640631561
75,2958.0,7.992268643270745,2.0,0.13015551048005408,0.8698444895199459,0.5,0.3698444895199459,-0.5039781206095668,1.0320866025392228,0.3866822184222919,0.8698479295936922,0.8698479295936922,0.812377288690848,0.8698479295936922,0.8698479295936922,0.7941064832166528
76,3075.0,8.031060180240619,2.0,0.4416260162601626,0.5583739837398374,0.5,0.0583739837398374,496.6907576302128,20.71013412249995,0.6863165699687221,0.5557756554403421,0.4240414436428998,0.5987399174456082,0.7047335507097915,0.7047335507097915,0.6046031441892717
77,1970.0,7.585788821732034,2.0,0.1416243654822335,0.8583756345177666,0.5,0.3583756345177665,41.84791851162501,-6.339899855197009,0.4079012572063182,0.8583774918981589,0.8583774918981589,0.7700522002371168,0.8578698776849611,0.8578698776849611,0.7583744049842671
78,1505.0,7.316548177182976,5.0,0.011960132890365448,0.5654485049833887,0.2,0.2017759802555776,4.3117833300186,1.662217665154995,1.0838632015457177,0.5648412219918559,0.560209761537695,0.4180524874453389,0.5654686729722481,0.5654686729722481,0.4200659102641309
79,940.0,6.84587987526405,12.0,0.006382978723404255,0.3808510638297872,0.08333333333333333,0.10643822442587368,109.05830579459857,8.119547000054796,1.873249044398671,0.3801347730504558,0.2786697419623909,0.20618700511044066,0.3811874046294032,0.3811874046294032,0.2060586070161429
80,1600.0,7.377758908227872,3.0,0.03,0.83875,0.33333333333333337,0.35976603122338024,1.1183853418421714,-0.2670070606592581,0.5192077031643159,0.8387553224735342,0.8387553224735342,0.7238280059767959,0.8374974608383141,0.8374974608383141,0.7231990751591859
81,3934.0,8.277411998949004,19.0,0.002541942043721403,0.13319776309100154,0.05263157894736842,0.039405709405596435,-0.05452938396647156,0.614672678608349,2.6520027909650143,0.24170228913397865,0.24458636409591664,0.1926667774874072,0.18221086535251704,0.18221086535251704,0.19316790639305145
82,559.0,6.326149473155099,2.0,0.40608228980322,0.5939177101967801,0.5,0.09391771019677997,3.630924716244967,-1.0124035376076048,0.6754008798660963,0.6133937115516063,0.6080678970152653,0.5452711323763956,0.6309979494190021,0.6309979494190021,0.5470255183413079
83,1271.0,7.1475592711894524,2.0,0.4822974036191975,0.5177025963808025,0.5,0.01770259638080252,1.0312695069355575,-0.7425848719072862,0.6925202857126984,0.5051737673415823,0.5145734712848393,0.5294479791588551,0.5279410386201724,0.5279410386201724,0.530247781527309
84,6508.0,8.780787468338929,6.0,0.00015365703749231714,0.6276889981561156,0.16666666666666669,0.22078273634064852,-0.4012048597824949,-0.1817324483488438,0.9912417806430541,0.6247754251892358,0.627537350917146,0.488008837690051,0.6276914341220766,0.6276914341220766,0.4872419613997671
85,905.0,6.8079349436999275,11.0,0.0033149171270718232,0.26519337016574585,0.0909090909090909,0.08396876805280692,0.8518230303545478,-0.5141050805119255,1.9693249151898489,0.2655630207123804,0.26876718496917623,0.2021619146593705,0.2729110199845349,0.2729110199845349,0.20321454623831786
86,3438.0,8.142645185942795,2.0,0.17306573589296104,0.8269342641070391,0.5,0.32693426410703896,0.022005258319265145,0.04200937508851595,0.4607141799150337,0.8266441473310401,0.8266441473310401,0.7394012711252345,0.8269365351224989,0.8269365351224989,0.7370655293751186
87,1938.0,7.569411792450713,2.0,0.47781217750258,0.52218782249742,0.5,0.022187822497420014,-0.4102532831700327,-0.4127586709444973,0.6921622582257673,0.7837914367383948,0.7868895892313446,0.7775473861110311,0.8348657273677306,0.8348657273677306,0.7832308705841103
88,1315.0,7.181591944611865,8.0,0.0007604562737642585,0.4593155893536122,0.125,0.14173991952965193,919.0657628447341,27.959264775890432,1.5377306463932876,0.4601417758138358,0.45109178741006895,0.3020413825416176,0.4594064816961887,0.4594064816961887,0.30810964838186794
89,1719.0,7.449498005382849,2.0,0.4805119255381036,0.5194880744618965,0.5,0.019488074461896453,2.1693448174280023,-0.5405463092349712,0.6923874180349483,0.5125357586734681,0.5084321880338252,0.5106969629792094,0.5200639273498529,0.5200639273498529,0.4960737978836053
90,406.0,6.0063531596017325,3.0,0.17980295566502466,0.625615763546798,0.33333333333333337,0.2067629302397282,0.3538953745240509,0.22937300667285115,0.9204595059775073,0.6282406414723488,0.6282406414723487,0.6034756097560977,0.6257314839631913,0.6257314839631913,0.5193547306352184
91,1082.0,6.9865664594064265,2.0,0.3123844731977819,0.6876155268022182,0.5,0.1876155268022181,4.556513116036545,1.757655629844932,0.6209952555348179,0.7431969095048919,0.7431969095048919,0.8928529125026596,0.8993861562840385,0.8993861562840385,0.8429022931016416
92,1268.0,7.145196134997171,2.0,0.35725552050473186,0.6427444794952681,0.5,0.14274447949526814,1.1131297751953646,-0.6911251126177302,0.6518227555530722,0.642749929696288,0.6372315765216847,0.556032351424822,0.642749929696288,0.642749929696288,0.5575885045619298
93,164.0,5.0998664278242005,6.0,0.006097560975609756,0.8353658536585366,0.16666666666666666,0.3002631758149494,0.4731478161599121,0.7589315009803623,0.6477277818428966,0.8449603174603174,0.848373015873016,0.8832341269841268,0.863015873015873,0.863015873015873,0.8755357142857143
94,3111.0,8.042699496897638,12.0,0.0003214400514304082,0.2459016393442623,0.08333333333333333,0.08702907770660517,4.469764707227196,-1.1549512624993377,1.892976776355653,0.5384825690088655,0.5613180457472574,0.6687736387978973,0.4208296602892957,0.4208296602892957,0.6661864239386612
95,2420.0,7.791522819150733,10.0,0.025206611570247933,0.4359504132231405,0.1,0.13768257712177398,0.4339401815523147,-0.1590557524903526,1.6190030297136688,0.5898183770965707,0.5865003338298813,0.404095502118718,0.5897305508484505,0.5897305508484505,0.4049170892906681
96,854.0,6.74993119378857,12.0,0.00234192037470726,0.2634660421545668,0.08333333333333334,0.08184700862257051,1.4676754124770233,0.04357442302301737,1.9942593516072409,0.2695907996968869,0.2670677345086784,0.15175046030153985,0.26312238784054404,0.26312238784054404,0.15298502820277446
97,2733.0,7.913155185928067,2.0,0.4313940724478595,0.5686059275521405,0.5,0.06860592755214051,519.0221393410677,-15.910441955919547,0.6837038709646435,0.5901863173680477,0.5129689144046164,0.5382330037573704,0.5924055585176237,0.5924055585176237,0.5353146424206965
98,913.0,6.816735880594968,2.0,0.3964950711938664,0.6035049288061336,0.5,0.10350492880613364,1.0576936884363215,-0.3975836482861838,0.6715649227371536,0.6035141459755764,0.6024152448766753,0.5169614280063087,0.6035141459755764,0.6035141459755764,0.5126016573421903
99,1878.0,7.537962659768207,2.0,0.27050053248136313,0.7294994675186368,0.5,0.22949946751863684,-0.7139275617365715,0.6038738889398582,0.5837560457340003,0.789708726817613,0.7881101376720899,0.6768062350665605,0.7795909659802025,0.7795909659802025,0.6789367391057003
100,613.0,6.4183649359362125,14.0,0.0016313213703099511,0.18107667210440456,0.07142857142857142,0.05762375282953688,-0.1978084211828275,0.6392517490271885,2.276425633690028,0.1767714273392533,0.18577516798447866,0.0863036437437705,0.17639769675382916,0.17639769675382916,0.0863036437437705
101,550.0,6.309918278226516,2.0,0.2236363636363637,0.7763636363636364,0.5,0.2763636363636364,0.060469747070507125,-0.1653174117384201,0.5314720066639165,0.7764177489177491,0.7745995670995671,0.6561628186628187,0.7764177489177491,0.7764177489177491,0.6561628186628187
102,984.0,6.891625897052253,2.0,0.4542682926829269,0.5457317073170732,0.5,0.04573170731707317,3.0635711411610083,1.1019297528375116,0.6889585509714347,0.6922732479433511,0.692189940643549,0.6018119337706967,0.6942309694887016,0.6942309694887016,0.6048630636259503
